x_lsat,x_ugpa,x_fulltime,x_fam_inc,x_tier,z_white,y_zgpa
40.0,2.7,1,4.0,3,1,0.13
41.0,3.0,1,3.0,4,1,-0.05
44.0,3.5,1,3.0,5,1,1.33
42.0,3.7,1,5.0,6,1,0.51
40.0,4.0,1,2.0,6,1,0.27
37.5,2.6,1,3.0,6,1,-0.87
40.0,3.6,1,3.0,4,1,-0.89
28.0,2.3,1,4.0,3,1,0.44
33.0,3.0,1,3.0,3,1,0.13
42.0,3.5,1,4.0,4,1,-0.6
35.0,3.7,1,3.0,4,1,0.63
43.0,3.6,1,4.0,5,1,0.99
35.0,2.7,1,3.0,3,1,0.61
34.0,2.6,2,4.0,3,1,-0.71
38.0,3.3,1,3.0,3,1,-0.08
37.0,3.0,1,3.0,4,1,-0.33
36.0,3.5,1,3.0,5,0,-1.01
45.0,3.6,1,4.0,6,1,0.43
42.0,3.5,1,3.0,4,1,-1.64
34.0,3.6,1,4.0,3,1,-0.45
38.0,3.6,1,4.0,4,1,0.65
38.0,3.0,1,4.0,4,1,1.26
22.5,2.9,1,3.0,1,0,-1.44
43.0,3.7,1,3.0,4,1,0.82
28.0,3.0,1,4.0,2,1,-1.43
34.0,3.1,1,2.0,3,1,-0.29
34.0,3.2,1,4.0,5,0,-1.91
37.0,3.3,1,3.0,4,1,0.53
39.0,3.6,1,3.0,4,1,-0.04
36.0,3.7,1,4.0,4,1,-1.53
33.0,2.5,1,4.0,1,1,0.38
30.0,3.3,1,4.0,3,1,-0.64
46.0,3.5,1,5.0,6,1,-0.67
37.0,3.3,1,4.0,4,1,0.58
38.0,3.3,1,4.0,3,1,0.28
34.5,3.1,1,3.0,4,1,-1.5
35.0,2.6,1,4.0,3,1,1.21
42.0,2.9,1,4.0,3,1,-0.49
38.0,3.5,1,3.0,4,1,0.61
33.5,3.5,1,4.0,5,1,0.63
36.0,3.5,1,3.0,5,1,-0.07
40.0,3.7,1,4.0,4,1,0.4
39.0,3.3,1,2.0,4,1,0.96
35.0,3.2,1,2.0,3,1,0.49
45.0,3.7,1,3.0,4,1,1.19
34.0,2.7,1,4.0,3,1,0.67
39.0,2.7,2,2.0,5,1,0.06
37.0,3.5,1,4.0,4,1,0.92
30.5,3.3,1,3.0,3,1,-0.55
32.0,2.3,2,5.0,3,1,-0.1
41.0,3.5,1,3.0,4,1,-0.96
44.0,3.6,1,2.0,5,1,0.05
20.0,2.7,1,3.0,3,0,-1.09
38.0,3.7,1,5.0,5,1,1.51
34.0,3.4,1,2.0,4,1,-0.33
41.0,3.7,1,4.0,6,1,0.39
40.0,3.4,1,4.0,4,1,0.46
36.0,3.6,1,4.0,3,1,0.39
39.0,3.4,1,4.0,4,1,-0.1
43.0,3.9,1,3.0,4,1,1.49
36.0,3.4,1,5.0,5,1,0.06
30.0,3.4,1,3.0,3,1,0.23
37.0,3.1,1,4.0,3,1,-0.83
34.5,2.6,1,3.0,4,0,0.03
40.0,2.8,1,4.0,3,1,0.72
43.0,3.1,2,4.0,3,1,0.8
41.0,4.0,1,3.0,4,1,1.64
34.0,2.9,1,2.0,3,1,-0.73
38.0,3.0,1,4.0,3,1,0.47
41.0,3.2,1,4.0,4,1,-0.05
33.0,3.1,1,4.0,2,1,0.38
35.5,2.9,1,4.0,1,1,0.91
33.0,2.2,1,3.0,3,1,-0.12
37.0,2.0,1,4.0,3,1,-0.97
41.0,2.7,2,3.0,3,1,1.31
36.0,3.5,1,3.0,3,1,-0.46
33.0,3.2,1,3.0,4,1,0.44
45.0,3.5,1,3.0,5,1,0.37
27.0,3.5,1,2.0,5,0,-1.96
39.0,3.3,1,3.0,3,1,0.84
42.0,3.4,1,3.0,4,1,1.47
43.0,3.6,1,4.0,5,1,0.84
41.0,3.4,1,5.0,4,1,0.46
38.0,3.6,1,4.0,3,1,0.41
23.0,2.9,1,1.0,1,0,0.32
38.0,3.1,1,2.0,3,1,0.03
47.0,3.4,1,4.0,6,1,1.03
41.0,4.0,1,4.0,4,1,0.74
42.0,3.1,1,4.0,4,1,-1.56
35.0,3.9,1,4.0,4,1,-0.6
30.0,2.8,1,4.0,5,0,-0.62
33.0,3.7,1,4.0,3,1,0.03
35.5,3.2,1,4.0,3,1,0.94
44.0,3.6,1,5.0,6,1,-0.13
39.0,3.8,1,4.0,4,1,0.21
30.0,3.5,1,3.0,3,1,-1.26
35.0,3.2,1,3.0,3,1,-1.58
41.0,3.3,1,4.0,4,1,-0.59
42.0,3.7,1,4.0,4,1,1.08
36.0,3.3,1,1.0,4,0,-0.1
35.0,3.6,1,4.0,4,1,0.17
40.0,2.8,1,4.0,3,1,-1.71
27.0,3.1,1,1.0,3,1,-1.16
35.0,3.2,2,3.0,5,1,-0.7
33.0,3.2,1,3.0,4,1,1.54
35.0,3.4,1,4.0,3,1,0.16
37.0,3.2,1,2.0,1,1,0.03
38.0,3.4,1,3.0,3,1,0.55
41.0,3.2,1,4.0,5,1,-2.63
36.0,3.2,1,5.0,5,1,-0.62
34.5,3.4,1,5.0,5,1,-0.23
40.5,2.6,1,4.0,4,1,-1.22
35.0,3.3,1,4.0,3,1,0.52
36.0,3.2,1,3.0,3,1,-0.47
40.0,3.7,1,1.0,5,1,-0.55
31.0,2.8,1,3.0,2,1,0.04
34.0,3.2,1,3.0,3,1,-0.36
35.0,3.1,1,4.0,2,1,-1.02
39.0,2.9,1,3.0,3,1,-0.21
35.0,2.9,1,3.0,4,1,-1.08
27.0,3.3,1,3.0,4,0,-1.84
41.0,3.4,1,3.0,4,1,1.01
45.0,3.3,1,4.0,3,1,1.01
34.0,3.5,2,3.0,4,1,-0.71
40.0,3.2,1,5.0,4,1,0.28
42.0,3.5,1,4.0,5,1,0.11
40.0,3.0,1,4.0,3,1,-0.44
35.0,3.2,1,3.0,5,1,0.59
39.0,2.8,1,4.0,4,1,-1.65
43.0,3.4,1,3.0,6,1,-0.23
24.0,3.2,1,3.0,3,1,-0.5
39.0,3.7,1,4.0,5,1,-0.24
27.0,3.4,1,4.0,2,1,-1.06
32.0,3.5,1,3.0,5,1,1.05
36.0,3.3,1,3.0,6,1,-1.82
36.5,2.5,1,4.0,5,1,2.21
39.0,3.5,1,4.0,4,1,-0.25
36.0,2.8,1,3.0,3,1,-0.22
39.0,2.7,1,4.0,3,1,-0.84
31.0,3.6,1,3.0,2,1,-1.22
38.0,2.8,1,1.0,5,1,0.59
29.5,3.5,2,3.0,3,1,-0.65
38.0,3.1,1,3.0,4,1,-1.21
42.0,3.1,1,5.0,3,1,1.3
21.0,2.9,1,4.0,4,0,-2.45
40.0,3.1,1,3.0,3,1,0.81
48.0,2.9,1,3.0,3,1,2.27
31.5,2.8,1,4.0,3,1,-0.17
37.0,3.4,2,4.0,3,1,0.1
43.0,3.6,1,4.0,3,1,1.95
41.0,3.1,1,5.0,3,1,0.42
45.0,2.8,1,3.0,3,1,1.07
41.0,3.3,1,4.0,5,1,0.36
41.0,3.2,1,4.0,3,1,0.87
39.0,2.9,1,2.0,3,1,-0.07
43.0,2.9,1,4.0,4,1,0.42
33.0,3.1,1,3.0,3,1,0.07
19.5,2.6,1,2.0,3,0,-2.36
32.5,3.6,1,3.0,4,1,-0.34
31.0,3.1,1,2.0,2,1,-0.49
33.0,3.8,2,3.0,5,1,-0.09
36.0,3.4,1,4.0,4,1,0.23
39.0,3.2,1,3.0,3,1,0.91
28.7,3.5,1,1.0,3,1,0.37
33.0,3.5,1,3.0,3,1,1.07
42.0,3.7,1,5.0,5,1,-2.11
34.0,2.9,1,4.0,2,1,-0.17
36.0,3.8,1,3.0,4,1,0.72
29.0,3.6,1,3.0,2,0,-1.34
34.0,3.1,1,4.0,5,1,-0.14
44.0,3.9,1,4.0,6,1,1.09
30.0,3.5,1,3.0,2,1,0.23
39.0,2.9,1,4.0,3,1,1.77
42.0,3.1,1,3.0,5,1,1.45
34.0,3.4,1,2.0,4,1,0.27
41.0,2.7,2,3.0,5,1,-0.82
42.0,3.8,1,3.0,4,1,0.21
44.0,3.0,1,3.0,3,1,0.61
35.0,3.4,1,2.0,4,1,0.17
40.0,2.7,1,4.0,5,1,0.21
22.5,3.3,1,5.0,3,1,-1.34
38.0,3.1,1,4.0,3,1,0.39
45.0,2.9,1,2.0,4,1,-0.06
29.0,3.4,2,3.0,3,1,1.42
34.0,2.7,2,4.0,3,1,-1.29
38.0,3.4,1,5.0,3,1,-1.02
40.0,3.3,1,3.0,6,1,-0.12
41.0,3.9,1,3.0,4,1,0.37
44.0,3.2,1,2.0,5,1,-1.46
42.0,3.4,1,4.0,3,1,-0.79
42.0,3.8,1,4.0,5,1,1.29
44.0,3.4,1,3.0,5,1,-0.25
41.0,2.8,1,3.0,3,1,1.56
39.0,3.2,1,5.0,4,1,-0.02
40.0,3.4,1,4.0,4,1,-1.08
33.5,3.2,1,3.0,5,1,-0.17
40.0,2.8,1,4.0,4,1,-0.71
29.5,3.1,2,4.0,3,1,-0.11
36.0,3.8,1,3.0,4,1,-0.07
35.0,3.2,1,5.0,3,1,-0.45
46.0,3.5,1,4.0,4,1,0.7
39.0,3.5,1,5.0,6,1,1.29
48.0,3.1,1,1.0,6,1,-2.82
36.0,3.4,1,3.0,3,1,0.18
33.0,3.2,1,4.0,3,1,0.15
36.0,2.8,1,3.0,4,1,1.07
38.0,3.0,1,4.0,3,1,1.56
33.0,3.0,1,4.0,3,1,0.05
28.5,2.9,1,3.0,2,1,0.35
42.0,3.9,1,4.0,6,1,0.91
37.0,3.9,1,3.0,3,0,0.08
35.0,2.3,1,3.0,3,1,1.41
45.0,2.6,1,2.0,3,1,0.8
24.0,3.2,1,5.0,2,1,0.12
31.5,3.1,1,4.0,3,1,0.4
38.0,3.2,1,4.0,5,1,2.72
33.0,3.5,1,3.0,5,1,-0.36
39.0,3.2,1,3.0,3,1,-1.02
34.0,2.4,1,4.0,3,1,0.41
37.0,2.7,1,4.0,4,1,1.03
46.0,3.8,1,4.0,6,1,-1.26
41.0,2.9,1,4.0,4,1,-0.78
42.0,3.5,1,4.0,3,1,1.29
25.0,3.5,1,5.0,4,1,-0.77
42.0,3.3,1,4.0,4,1,0.74
40.0,3.4,1,2.0,6,0,-1.49
36.5,3.5,1,3.0,4,1,0.2
28.0,2.9,1,3.0,1,1,-0.03
33.0,3.5,1,4.0,5,1,0.26
42.0,3.2,1,4.0,6,1,0.04
38.0,3.7,1,3.0,4,1,0.35
35.0,3.3,1,4.0,3,1,0.77
44.0,3.6,1,4.0,5,1,0.02
42.0,3.1,1,2.0,3,1,-0.42
27.0,2.8,2,4.0,3,1,-0.1
46.0,3.5,1,5.0,5,1,0.07
26.0,3.9,1,2.0,4,1,-0.85
36.0,2.5,1,3.0,3,1,-1.27
45.0,3.3,1,3.0,6,1,0.06
31.0,3.9,1,2.0,4,1,0.9
34.0,3.0,1,3.0,4,1,0.14
30.0,2.6,1,4.0,3,1,-0.52
32.0,3.6,2,2.0,4,1,-0.21
40.0,3.8,1,4.0,6,1,0.49
46.0,3.4,1,4.0,3,1,1.33
29.0,2.6,2,2.0,2,1,-0.73
30.7,3.6,1,3.0,4,1,-0.17
33.0,3.5,1,3.0,3,1,0.39
35.0,3.3,2,3.0,3,1,0.2
33.0,3.0,1,4.0,2,1,0.23
42.0,3.8,1,4.0,6,1,0.18
33.0,3.1,1,3.0,3,1,-0.22
27.7,3.2,1,3.0,5,1,-1.39
44.0,3.5,1,4.0,5,1,0.28
41.0,3.1,1,4.0,3,1,-0.08
42.0,2.7,2,3.0,3,1,2.16
35.0,3.1,1,3.0,3,1,0.19
44.0,3.8,1,3.0,5,1,-0.86
43.0,3.1,2,4.0,3,1,0.42
32.0,3.3,1,4.0,4,1,-1.02
45.0,3.0,1,4.0,3,1,0.45
38.0,3.6,1,5.0,3,1,0.36
47.0,3.0,1,4.0,4,1,-0.46
28.0,2.8,1,4.0,3,1,-0.2
40.0,2.4,1,4.0,3,1,-0.53
38.0,3.7,1,4.0,4,1,-0.29
30.3,3.5,1,4.0,3,1,1.46
33.0,3.3,1,4.0,3,1,-1.35
31.0,3.3,1,4.0,2,1,-0.61
31.0,3.4,1,3.0,2,1,-0.56
44.0,3.2,1,4.0,4,1,0.83
22.0,2.9,1,1.0,1,0,0.07
42.0,3.1,1,3.0,3,1,-1.27
36.0,3.6,1,4.0,4,1,0.51
40.0,3.4,1,4.0,5,1,0.63
22.0,3.0,1,3.0,5,0,-3.21
27.0,3.3,2,4.0,3,1,-0.55
44.0,3.7,1,4.0,4,1,0.52
39.0,3.3,1,4.0,4,1,0.15
39.0,2.3,1,2.0,2,1,-1.34
43.0,3.5,1,3.0,3,1,1.47
40.0,2.9,1,4.0,5,1,1.17
42.0,3.1,1,4.0,4,1,-0.46
46.0,3.2,1,4.0,4,1,0.46
42.0,3.1,1,4.0,4,1,1.43
42.0,3.5,1,4.0,5,1,0.78
28.0,3.0,2,5.0,2,1,-0.91
33.5,3.5,1,4.0,3,1,-0.5
34.0,3.1,1,3.0,3,1,-1.06
38.0,3.6,1,4.0,3,1,0.88
35.0,3.1,1,4.0,3,1,1.15
41.0,3.7,1,2.0,4,1,-0.38
35.0,3.3,1,4.0,3,1,1.44
36.0,3.3,2,3.0,3,1,0.53
44.0,2.2,1,4.0,4,1,0.56
39.0,3.5,1,4.0,5,1,-0.26
43.0,3.6,1,4.0,3,1,1.1
40.0,3.0,1,4.0,3,1,0.15
42.0,3.5,1,3.0,3,1,1.28
44.0,3.5,1,5.0,5,1,-0.33
39.0,2.5,2,4.0,3,1,0.53
35.0,2.9,1,4.0,3,1,-0.25
35.0,2.9,1,3.0,2,1,0.25
41.0,3.4,1,3.0,5,1,1.39
38.0,2.6,2,4.0,5,1,0.04
31.0,3.2,1,5.0,2,1,-1.01
36.0,2.3,1,4.0,4,1,-1.43
42.0,3.5,1,4.0,3,1,1.99
38.0,3.1,1,4.0,4,1,1.3
37.0,2.6,1,4.0,3,1,-1.24
31.0,3.4,1,4.0,5,1,-0.59
40.0,3.2,1,4.0,4,1,-0.12
46.0,3.7,1,4.0,5,1,1.27
39.0,2.9,2,2.0,4,1,0.93
41.0,3.2,1,4.0,3,1,1.51
48.0,3.8,1,3.0,5,1,-0.17
41.0,3.5,1,3.0,6,1,0.41
38.0,3.0,1,3.0,3,1,0.27
45.0,3.4,1,4.0,5,1,-0.79
38.0,3.6,1,3.0,3,1,0.54
33.5,3.1,1,4.0,2,1,0.55
41.0,2.8,1,4.0,3,1,1.29
45.0,3.7,1,3.0,4,1,-0.61
43.0,2.8,1,4.0,3,1,1.34
30.0,3.4,2,3.0,3,1,0.29
33.0,2.9,1,4.0,2,1,-0.32
37.0,2.5,1,2.0,3,0,-0.9
38.0,3.2,1,2.0,4,0,-1.56
27.7,3.6,1,4.0,2,1,1.07
37.0,3.1,1,4.0,4,1,0.19
48.0,3.3,1,4.0,6,1,0.81
39.0,2.6,1,3.0,3,1,0.25
32.0,3.1,1,3.0,3,1,-0.55
38.0,3.6,1,4.0,4,1,-1.26
34.0,3.8,1,3.0,4,1,0.2
32.0,3.9,1,3.0,3,1,1.46
40.0,2.9,1,3.0,4,1,0.66
30.5,3.7,1,3.0,3,1,0.23
39.0,3.1,1,4.0,3,1,-0.9
35.0,3.0,1,4.0,3,1,0.94
41.0,3.4,1,4.0,4,1,0.54
46.0,3.5,1,4.0,5,1,-0.51
41.0,3.7,1,4.0,6,1,1.52
33.0,3.1,1,4.0,2,1,1.39
28.0,2.8,1,3.0,4,0,-2.09
33.0,3.6,1,4.0,6,0,-1.79
36.0,3.3,1,3.0,5,1,0.12
43.0,2.6,1,3.0,3,1,1.2
34.0,3.1,1,4.0,2,1,0.2
36.0,3.2,1,2.0,3,1,0.77
46.0,3.2,2,5.0,3,1,1.09
36.7,3.5,1,4.0,5,1,-0.37
41.0,3.4,1,4.0,5,1,-0.04
37.0,2.8,1,3.0,3,1,1.55
46.0,3.0,1,4.0,4,1,0.98
42.0,3.3,1,3.0,5,1,0.79
40.0,3.7,1,2.0,4,1,0.76
39.0,3.4,1,3.0,3,1,0.89
38.0,3.6,1,5.0,4,1,1.0
36.0,3.7,1,4.0,3,1,0.45
40.0,3.5,1,4.0,5,1,-1.17
40.5,3.5,1,4.0,4,1,0.94
33.5,3.0,1,3.0,3,1,0.47
36.0,3.4,1,4.0,3,1,0.99
33.0,2.8,2,4.0,3,1,0.13
45.0,3.6,1,5.0,5,1,-0.35
47.0,3.3,1,4.0,3,1,0.39
39.0,3.0,1,4.0,4,1,-1.25
38.0,3.3,1,4.0,4,1,-0.15
35.0,3.8,1,2.0,5,1,0.48
34.0,3.4,1,3.0,3,1,-0.47
36.0,3.6,1,3.0,3,1,0.44
36.0,2.8,1,3.0,3,1,-0.15
48.0,3.5,1,4.0,4,1,0.98
32.5,3.1,1,5.0,6,1,-1.84
41.0,3.6,1,4.0,5,1,-1.06
29.0,2.3,1,4.0,1,0,0.12
43.0,3.9,1,3.0,2,1,2.24
40.0,3.0,1,4.0,4,1,0.41
39.5,3.3,1,5.0,4,1,0.96
32.0,3.5,1,3.0,3,1,-0.3
39.0,3.6,1,4.0,4,1,0.88
40.0,3.8,1,4.0,3,1,2.54
38.0,3.3,1,4.0,6,1,0.21
41.0,3.2,1,5.0,6,1,-0.19
34.0,2.7,1,4.0,3,1,0.01
39.0,3.3,1,4.0,4,1,-0.31
37.0,3.7,1,4.0,4,1,-1.33
40.0,3.5,1,5.0,3,1,1.09
48.0,3.0,1,3.0,4,1,0.24
34.0,3.2,1,2.0,1,0,1.13
35.0,3.6,1,3.0,5,1,2.24
34.0,3.1,1,4.0,3,1,-1.5
35.0,2.9,1,4.0,3,1,-1.5
32.0,3.2,1,2.0,2,1,-0.63
35.5,3.8,1,4.0,3,1,1.0
35.0,3.3,1,5.0,3,1,1.96
39.0,3.3,1,2.0,4,1,1.05
38.0,3.6,1,4.0,3,1,-0.05
36.0,3.5,1,3.0,4,1,-0.01
38.0,3.6,1,2.0,4,1,-0.03
22.0,2.5,1,3.0,1,0,-1.87
34.5,3.1,1,5.0,3,1,-2.01
42.0,3.7,1,2.0,6,1,2.6
26.7,2.2,1,3.0,1,1,0.92
38.0,2.7,1,4.0,3,1,1.32
40.0,3.2,2,4.0,5,1,0.39
32.0,3.1,1,3.0,5,1,-0.57
41.0,3.4,1,3.0,3,1,-0.95
37.0,2.8,1,5.0,3,1,0.44
37.0,3.8,1,4.0,3,1,0.98
39.0,3.0,1,2.0,6,1,-0.36
39.0,3.6,1,3.0,4,1,-1.11
38.0,3.5,1,4.0,4,1,-0.26
40.0,3.1,1,4.0,4,1,-0.4
37.0,3.6,1,4.0,3,1,0.88
31.5,3.3,1,3.0,3,1,0.94
44.0,2.3,1,4.0,4,1,1.26
43.0,3.4,1,4.0,4,1,1.56
34.0,3.4,1,4.0,3,1,0.1
33.0,3.6,1,2.0,3,1,0.5
39.0,3.6,1,4.0,4,1,0.58
35.0,3.8,1,4.0,4,1,1.44
37.0,2.9,1,3.0,4,1,-0.82
42.0,2.8,1,4.0,4,1,-0.14
37.0,2.8,1,3.0,3,1,-0.82
35.0,3.1,2,2.0,5,1,0.48
38.0,3.0,1,4.0,5,1,0.49
37.0,3.0,1,2.0,5,1,0.17
45.0,2.8,1,3.0,4,1,0.52
36.5,3.5,1,5.0,4,1,-0.28
36.0,3.9,1,3.0,4,1,-0.02
38.5,3.6,1,5.0,4,1,1.0
44.0,3.8,1,4.0,5,1,0.29
36.0,3.6,1,4.0,4,1,0.2
34.0,3.3,1,3.0,2,1,1.01
38.0,3.9,1,4.0,5,1,0.06
24.0,3.7,1,4.0,1,0,1.77
32.0,2.5,1,4.0,3,1,0.8
37.0,3.0,1,4.0,3,1,-0.44
40.0,3.5,1,3.0,4,1,0.16
33.0,3.9,1,3.0,4,1,-0.36
36.0,3.3,1,4.0,3,1,0.4
44.0,3.6,1,4.0,4,1,0.88
35.0,3.2,1,4.0,3,1,0.2
30.5,2.7,2,5.0,3,1,1.55
40.0,3.2,1,4.0,4,1,-1.04
36.0,3.0,1,4.0,2,1,-1.61
31.0,2.2,1,2.0,1,0,-0.45
44.0,3.6,1,4.0,6,1,-0.49
35.0,3.8,1,3.0,4,1,-0.73
41.0,3.6,1,4.0,4,1,1.03
33.0,3.7,1,3.0,6,0,-0.28
37.0,3.6,1,4.0,4,1,-0.4
36.0,2.9,1,5.0,5,1,0.91
41.0,3.7,1,4.0,5,1,0.79
35.0,3.7,1,2.0,4,1,0.79
36.0,3.3,1,4.0,3,1,0.46
35.0,4.0,1,3.0,4,1,0.47
26.0,3.1,1,4.0,2,1,-0.69
41.0,2.4,1,4.0,3,1,-0.98
31.0,2.5,1,2.0,2,1,-1.5
39.0,3.1,1,5.0,4,1,0.98
44.0,4.0,1,4.0,5,1,2.73
34.0,2.7,1,3.0,3,1,0.14
42.0,3.8,1,3.0,5,1,-1.49
36.0,3.4,1,4.0,3,1,-0.69
30.5,3.3,1,3.0,3,1,0.41
36.0,2.5,1,2.0,3,1,-1.33
47.0,3.4,1,3.0,6,1,-0.09
35.0,2.9,1,3.0,3,0,-1.14
34.0,3.7,2,1.0,2,1,2.63
46.0,3.8,1,3.0,6,1,-1.49
44.0,3.6,1,5.0,4,1,2.06
28.0,3.5,1,3.0,4,1,0.0
32.0,3.0,1,3.0,3,1,-0.41
34.0,3.3,1,3.0,3,1,-0.08
36.0,2.9,1,2.0,3,1,-1.78
42.0,3.4,1,2.0,4,1,-0.02
30.0,3.1,1,3.0,2,1,-0.09
43.0,2.5,1,3.0,3,1,0.23
37.0,3.3,1,3.0,3,1,0.67
42.0,3.7,1,4.0,6,1,0.63
34.0,3.2,1,3.0,3,1,-0.22
32.0,3.5,2,3.0,4,1,-0.64
41.0,3.0,1,4.0,3,1,-0.55
39.0,3.3,1,4.0,4,1,1.32
36.0,2.7,1,4.0,3,1,-0.02
40.0,2.9,1,3.0,3,1,-1.23
41.0,3.7,1,4.0,3,1,1.42
35.0,2.9,1,4.0,6,1,-0.19
37.0,2.8,1,2.0,4,1,1.14
40.0,3.2,1,4.0,3,1,1.29
33.0,3.0,1,4.0,3,1,-0.36
47.0,3.2,1,4.0,6,1,-1.15
43.0,3.4,1,4.0,3,1,0.46
44.0,3.1,2,3.0,4,1,-0.21
38.5,3.9,1,5.0,6,1,-0.03
45.0,3.7,2,4.0,3,1,0.03
17.5,3.0,1,2.0,1,1,-1.38
35.0,3.5,1,4.0,5,1,-1.25
29.0,3.5,1,4.0,3,1,-1.53
37.0,3.4,1,4.0,3,1,-0.92
38.0,3.7,1,4.0,4,1,-0.31
36.5,2.5,1,3.0,3,1,-0.65
48.0,3.7,1,3.0,6,1,-1.18
37.0,3.8,1,3.0,3,1,0.68
45.0,3.8,1,3.0,5,1,-1.34
38.0,3.7,1,3.0,6,1,0.78
31.0,3.2,1,3.0,3,1,0.75
38.0,3.4,1,2.0,3,1,-0.55
41.0,3.3,1,2.0,4,1,-0.7
43.0,2.9,1,2.0,4,1,0.43
34.0,2.3,1,3.0,4,0,-2.49
37.0,2.7,1,5.0,4,1,-0.33
37.0,3.4,1,3.0,5,1,0.0
42.0,3.0,1,4.0,4,1,0.5
34.5,2.6,2,3.0,3,1,0.11
33.0,3.3,1,4.0,3,1,0.51
29.0,2.9,1,3.0,5,0,-0.83
44.0,3.6,1,4.0,5,1,0.18
42.0,3.2,1,3.0,3,1,1.03
42.0,3.2,1,3.0,4,1,0.88
44.0,3.1,1,3.0,4,1,0.4
37.0,3.3,2,4.0,5,1,1.31
29.3,3.0,1,3.0,3,1,-2.0
37.0,3.8,1,4.0,4,1,-1.0
33.0,3.0,1,3.0,2,1,-0.9
43.0,3.6,1,4.0,4,1,1.04
45.0,3.5,1,3.0,6,1,-0.82
35.0,3.0,1,4.0,3,1,0.71
42.0,3.3,1,4.0,6,1,0.32
39.0,3.5,1,3.0,4,1,-0.04
40.0,2.7,1,2.0,4,1,-0.9
29.0,2.7,1,4.0,2,1,-0.19
33.0,2.9,1,4.0,2,1,-0.49
39.5,3.5,1,4.0,6,1,0.07
38.0,3.9,1,2.0,3,1,-0.44
42.0,2.9,1,5.0,3,1,0.39
40.0,2.6,1,4.0,3,1,-1.36
26.3,3.7,1,3.0,3,1,-0.77
35.0,3.6,2,4.0,5,1,1.04
30.0,3.7,1,4.0,2,1,0.93
40.0,3.9,1,3.0,3,1,-0.17
43.0,3.3,1,4.0,5,1,0.92
26.0,2.6,1,4.0,2,1,-0.6
28.0,2.9,1,4.0,3,0,-1.73
36.0,2.5,1,4.0,2,1,0.02
36.5,2.6,1,4.0,3,1,-0.81
37.0,3.8,1,4.0,3,1,1.61
39.0,2.7,1,4.0,4,1,1.7
40.0,3.7,1,5.0,6,1,0.38
37.0,3.9,2,1.0,3,1,1.71
34.0,2.7,1,4.0,2,1,-1.46
39.0,2.9,1,4.0,3,1,0.44
44.0,3.1,1,3.0,6,1,1.3
40.0,3.4,1,4.0,3,1,0.23
43.0,2.8,2,4.0,4,1,0.75
47.0,3.3,1,4.0,6,1,-1.1
38.0,3.0,1,2.0,3,1,-0.66
43.0,3.1,1,3.0,4,1,0.35
38.0,4.0,1,3.0,6,1,-0.75
32.0,3.0,1,5.0,2,1,2.09
40.0,3.0,1,4.0,3,1,0.26
39.0,3.1,1,3.0,4,1,-0.62
30.5,3.6,1,3.0,3,1,0.44
40.0,2.7,1,4.0,4,1,0.03
37.0,3.5,1,4.0,5,1,-0.72
34.5,2.9,1,4.0,3,1,-1.2
39.0,3.3,1,3.0,6,1,0.32
48.0,3.3,1,4.0,3,1,0.61
39.0,3.3,1,4.0,4,1,0.7
40.0,2.9,1,4.0,3,1,0.76
37.5,3.9,1,4.0,4,1,1.03
47.0,3.9,1,4.0,6,1,1.32
40.0,3.0,1,5.0,4,1,-0.96
46.0,3.6,1,4.0,6,1,0.64
41.0,3.0,1,4.0,5,0,-1.2
39.0,3.4,1,4.0,6,1,0.12
35.0,3.4,1,3.0,5,1,1.39
37.0,2.9,1,4.0,4,1,1.94
44.0,2.8,1,4.0,3,1,-0.06
44.0,3.6,1,4.0,5,1,0.03
32.0,3.5,1,4.0,2,1,2.13
44.0,3.0,1,1.0,3,1,1.39
41.0,3.5,1,5.0,4,1,0.79
35.0,3.2,1,4.0,4,1,-1.43
39.0,3.4,1,4.0,3,1,1.0
36.0,2.5,1,3.0,2,1,0.13
28.0,2.7,1,4.0,3,0,-0.4
37.0,3.7,1,3.0,3,1,0.98
31.0,3.9,1,2.0,4,1,1.23
32.0,3.3,1,4.0,3,1,-0.02
40.0,3.0,1,5.0,4,1,0.77
35.0,3.7,2,2.0,5,1,1.25
33.0,3.5,1,4.0,3,1,0.32
41.0,3.6,1,4.0,5,1,1.67
36.0,2.6,1,3.0,2,1,0.11
39.0,3.7,1,3.0,5,1,-0.95
43.0,2.4,1,4.0,3,1,0.7
31.0,2.8,2,4.0,2,1,0.27
39.0,3.5,1,4.0,4,1,0.73
34.0,3.3,1,4.0,4,1,0.93
33.0,3.5,1,2.0,3,1,0.05
47.0,3.7,2,3.0,3,1,1.48
34.0,2.6,1,4.0,3,1,0.08
32.5,3.5,1,3.0,3,1,0.6
39.0,3.1,1,4.0,5,1,1.12
33.0,3.7,1,4.0,4,1,-0.74
33.0,3.3,1,4.0,3,1,-0.75
32.5,2.9,1,4.0,3,1,-0.12
24.7,3.0,1,4.0,3,1,-1.35
41.0,3.3,1,4.0,4,1,0.94
41.0,3.2,1,4.0,3,1,0.06
41.0,3.6,1,4.0,3,1,2.57
33.0,3.0,1,2.0,3,1,-1.34
36.0,3.8,1,4.0,5,1,0.82
34.0,3.3,1,5.0,4,1,1.7
39.0,4.0,1,3.0,3,1,0.26
42.0,3.9,1,3.0,3,1,0.77
37.0,2.7,1,5.0,6,1,-1.58
42.0,3.1,1,4.0,5,1,-0.21
